Version;Implicit;DataOwnerCode;UserStopCode;TimingPointCode;GetIn;GetOut;Name;Town;UserStopAreaCode;StopSideCode;RoadSideEqDataOwnerCode;RoadSideEqUnitNumber;MinimalStopTime;StopSideLength;Description;UserStopType;QuayCode
1;true;CXX;11010100;11010100;1;1;Antwerpen, Metrostation Halewijnlaan;Antwerpen;anthal;;;;0;;;PASSENGER;
1;true;CXX;11010110;11010110;1;1;Antwerpen, Metrostation Halewijnlaan;Antwerpen;anthal;;;;0;;;PASSENGER;
1;true;CXX;16000010;16000010;1;1;Meppel, Station;Meppel;mplns;;;;0;;;PASSENGER;
1;true;CXX;16000160;16000160;1;1;Meppel, Hugo de Grootstraat;Meppel;mplhug;;;;0;;;PASSENGER;
1;true;CXX;16000170;16000170;1;1;Meppel, Hugo de Grootstraat;Meppel;mplhug;;;;0;;;PASSENGER;
1;true;CXX;16000180;16000180;1;1;Meppel, Steenwijkerstraatweg;Meppel;mplste;;;;0;;;PASSENGER;
1;true;CXX;16000190;16000190;1;1;Meppel, Steenwijkerstraatweg;Meppel;mplste;;;;0;;;PASSENGER;
1;true;CXX;16000600;16000600;1;1;Meppel, Burgem. Knopperslaan;Meppel;mplbur;;;;0;;;PASSENGER;
1;true;CXX;16000610;16000610;1;1;Meppel, Burgem. Knopperslaan;Meppel;mplbur;;;;0;;;PASSENGER;
1;true;CXX;16005000;16005000;1;1;Meppel, Station;Meppel;mplns;;;;0;;;PASSENGER;
1;true;CXX;16180050;16180050;1;1;Staphorst, Redder;Staphorst;sthred;;;;0;;;PASSENGER;
1;true;CXX;16180060;16180060;1;1;Staphorst, Redder;Staphorst;sthred;;;;0;;;PASSENGER;
1;true;CXX;16180070;16180070;1;1;Staphorst, Reggersweg;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180080;16180080;1;1;Staphorst, Reggersweg;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180100;16180100;1;1;Staphorst, Vlakkenweg;Staphorst;sthvla;;;;0;;;PASSENGER;
1;true;CXX;16180110;16180110;1;1;Staphorst, Vlakkenweg;Staphorst;sthvla;;;;0;;;PASSENGER;
1;true;CXX;16180120;16180120;1;1;Staphorst, Geerligsland;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180130;16180130;1;1;Staphorst, Geerligsland;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180140;16180140;1;1;Staphorst, Jan Arendsland;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180150;16180150;1;1;Staphorst, Jan Arendsland;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180160;16180160;1;1;Staphorst, Snelweg;Staphorst;sthsne;;;;0;;;PASSENGER;
1;true;CXX;16180170;16180170;1;1;Staphorst, Snelweg;Staphorst;sthsne;;;;0;;;PASSENGER;
1;true;CXX;16180180;16180180;1;1;Staphorst, Achthoevenweg;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180190;16180190;1;1;Staphorst, Achthoevenweg;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180200;16180200;1;1;Staphorst, Hoogeweg;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180210;16180210;1;1;Staphorst, Hoogeweg;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180220;16180220;1;1;Staphorst, Bergerslag;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180230;16180230;1;1;Staphorst, Bergerslag;Staphorst;;;;;0;;;PASSENGER;
1;true;CXX;16180240;16180240;1;1;Staphorst, Gemeentehuis;Staphorst;sthgem;;;;0;;;PASSENGER;
1;true;CXX;16180250;16180250;1;1;Staphorst, Gemeentehuis;Staphorst;sthgem;;;;0;;;PASSENGER;
1;true;CXX;16180340;16180340;1;1;Staphorst, Pieterzandtcollege;Staphorst;sthpzs;;;;0;;;PASSENGER;
1;true;CXX;16280110;16280110;1;1;Rouveen, Oostermenneweg;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280130;16280130;1;1;Rouveen, Zuideindigerweg;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280140;16280140;1;1;Rouveen, Stadsweg;Rouveen;rousta;;;;0;;;PASSENGER;
1;true;CXX;16280150;16280150;1;1;Rouveen, Stadsweg;Rouveen;rousta;;;;0;;;PASSENGER;
1;true;CXX;16280160;16280160;1;1;Rouveen, Oude Rijksweg;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280170;16280170;1;1;Rouveen, Oude Rijksweg 485;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280180;16280180;1;1;Rouveen, Hervormde Kerk;Rouveen;rouher;;;;0;;;PASSENGER;
1;true;CXX;16280190;16280190;1;1;Rouveen, Hervormde Kerk;Rouveen;rouher;;;;0;;;PASSENGER;
1;true;CXX;16280200;16280200;1;1;Rouveen, Oude Rijksweg 415;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280210;16280210;1;1;Rouveen, Oude Rijksweg 415;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280220;16280220;1;1;Rouveen, Oude Geref. Kerk;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280230;16280230;1;1;Rouveen, Oude Geref. Kerk;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280240;16280240;1;1;Rouveen, Conradsweg;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280250;16280250;1;1;Rouveen, Conradsweg;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280260;16280260;1;1;Rouveen, Schoolwijksweg;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280270;16280270;1;1;Rouveen, Schoolwijksweg;Rouveen;;;;;0;;;PASSENGER;
1;true;CXX;16280280;16280280;1;1;Rouveen, Dekkersweg;Rouveen;roudwg;;;;0;;;PASSENGER;
1;true;CXX;16280290;16280290;1;1;Rouveen, Dekkersweg;Rouveen;roudwg;;;;0;;;PASSENGER;
1;true;CXX;16300010;16300010;1;1;Steenwijk, Gemeentehuis;Steenwijk;;;;;0;;;PASSENGER;
1;true;CXX;16300020;16300020;1;1;Steenwijk, Gemeentehuis;Steenwijk;;;;;0;;;PASSENGER;
1;true;CXX;16300030;16300030;1;1;Steenwijk, Vendelweg;Steenwijk;;;;;0;;;PASSENGER;
1;true;CXX;16300040;16300040;1;1;Steenwijk, Vendelweg;Steenwijk;;;;;0;;;PASSENGER;
1;true;CXX;16300050;16300050;1;1;Steenwijk, Matthijs Kiersstraat;Steenwijk;stnmki;;;;0;;;PASSENGER;
1;true;CXX;16300070;16300070;1;1;Steenwijk, Matthijs Kiersstraat;Steenwijk;stnmki;;;;0;;;PASSENGER;
1;true;CXX;16380180;16380180;1;1;Lichtmis, Busstation;Lichtmis;licbus;;;;0;;;PASSENGER;
1;true;CXX;16380190;16380190;1;1;Lichtmis, Busstation;Lichtmis;licbus;;;;0;;;PASSENGER;
1;true;CXX;17000010;17000010;1;1;Hoogeveen, Station;Hoogeveen;hgnns;;;;0;;;PASSENGER;
1;true;CXX;17190050;17190050;1;1;Hollandscheveld, 't Hoekje;Hollandscheveld;hovthk;;;;0;;;PASSENGER;
1;true;CXX;17190060;17190060;1;1;Hollandscheveld, 't Hoekje;Hollandscheveld;hovthk;;;;0;;;PASSENGER;
1;true;CXX;17310030;17310030;1;1;Noordscheschut, Zwarte Dijkje;Noordscheschut;nstzwa;;;;0;;;PASSENGER;
1;true;CXX;17310040;17310040;1;1;Noordscheschut, Zwarte Dijkje;Noordscheschut;nstzwa;;;;0;;;PASSENGER;
1;true;CXX;22010010;22010010;1;1;Gent, Dampoort;Gent;gendam;;;;0;;;PASSENGER;
1;true;CXX;22010020;22010020;1;1;Gent, Dampoort;Gent;gendam;;;;0;;;PASSENGER;
1;true;CXX;22010050;22010050;1;1;Gent, Zuid(Centrum);Gent;genzui;;;;0;;;PASSENGER;
1;true;CXX;24350010;24350010;1;1;De Blesse, Spin;De Blesse;blespi;;;;0;;;PASSENGER;
1;true;CXX;24350020;24350020;1;1;De Blesse, Spin;De Blesse;blespi;;;;0;;;PASSENGER;
1;true;CXX;24350030;24350030;1;1;De Blesse, Bovenweg;De Blesse;;;;;0;;;PASSENGER;
1;true;CXX;24350040;24350040;1;1;De Blesse, Bovenweg;De Blesse;;;;;0;;;PASSENGER;
1;true;CXX;24350050;24350050;1;1;De Blesse, Friese Veldweg;De Blesse;blefvw;;;;0;;;PASSENGER;
1;true;CXX;24350060;24350060;1;1;De Blesse, Friese Veldweg;De Blesse;blefvw;;;;0;;;PASSENGER;
1;true;CXX;24350070;24350070;1;1;Blesdijke, Lagebroekweg;Blesdijke;bdklbw;;;;0;;;PASSENGER;
1;true;CXX;24350080;24350080;1;1;Blesdijke, Lagebroekweg;Blesdijke;bdklbw;;;;0;;;PASSENGER;
1;true;CXX;24350600;24350600;1;1;De Blesse, Noord;De Blesse;blenoo;;;;0;;;PASSENGER;
1;true;CXX;24350610;24350610;1;1;De Blesse, Noord;De Blesse;blenoo;;;;0;;;PASSENGER;
1;true;CXX;24450030;24450030;1;1;Marijenkampen, Marijenkampen;Marijenkampen;;;;;0;;;PASSENGER;
1;true;CXX;24450050;24450050;1;1;Willemsoord, Eikenlaan;Willemsoord;swweik;;;;0;;;PASSENGER;
1;true;CXX;24450060;24450060;1;1;Willemsoord, Eikenlaan;Willemsoord;swweik;;;;0;;;PASSENGER;
1;true;CXX;24450080;24450080;1;1;Marijenkampen, Marijenkampen;Marijenkampen;;;;;0;;;PASSENGER;
1;true;CXX;24451400;24451400;1;1;Steenwijkerwold, 't Centrum;Steenwijkerwold;swwcen;;;;0;;;PASSENGER;
1;true;CXX;24451800;24451800;1;1;Willemsoord, Willemsoord;Willemsoord;swwwil;;;;0;;;PASSENGER;
1;true;CXX;24451810;24451810;1;1;Willemsoord, Willemsoord;Willemsoord;swwwil;;;;0;;;PASSENGER;
1;true;CXX;24510020;24510020;1;1;Oldemarkt, Frieseweg;Oldemarkt;;;;;0;;;PASSENGER;
1;true;CXX;24510040;24510040;1;1;Oldemarkt, Koningin Julianaweg;Oldemarkt;olmjul;;;;0;;;PASSENGER;
1;true;CXX;24510060;24510060;1;1;Oldemarkt, Parochiehuis;Oldemarkt;olmpar;;;;0;;;PASSENGER;
1;true;CXX;24510070;24510070;1;1;Oldemarkt, Kruisstraat;Oldemarkt;olmkru;;;;0;;;PASSENGER;
1;true;CXX;24510080;24510080;1;1;Oldemarkt, Kruisstraat;Oldemarkt;olmkru;;;;0;;;PASSENGER;
1;true;CXX;24510090;24510090;1;1;Oldemarkt, De Boterberg;Oldemarkt;;;;;0;;;PASSENGER;
1;true;CXX;24510100;24510100;1;1;Oldemarkt, De Boterberg;Oldemarkt;;;;;0;;;PASSENGER;
1;true;CXX;24550030;24550030;1;1;Zuidveen, Zuidveen;Zuidveen;stnzui;;;;0;;;PASSENGER;
1;true;CXX;24550040;24550040;1;1;Zuidveen, Zuidveen;Zuidveen;stnzui;;;;0;;;PASSENGER;
1;true;CXX;24550050;24550050;1;1;Steenwijk, Groot Verlaat;Steenwijk;stngro;;;;0;;;PASSENGER;
1;true;CXX;24550060;24550060;1;1;Steenwijk, Groot Verlaat;Steenwijk;stngro;;;;0;;;PASSENGER;
1;true;CXX;24550160;24550160;1;1;Steenwijk, Dolderbrug;Steenwijk;stnddb;;;;0;;;PASSENGER;
1;true;CXX;24550170;24550170;1;1;Steenwijk, Dolderbrug;Steenwijk;stnddb;;;;0;;;PASSENGER;
1;true;CXX;24550250;24550250;1;1;Steenwijk, Station;Steenwijk;stnns;;;;0;;;PASSENGER;
1;true;CXX;24550260;24550260;1;1;Steenwijk, Station;Steenwijk;stnns;;;;0;;;PASSENGER;
1;true;CXX;24551420;24551420;1;1;Steenwijkerwold, 't Centrum;Steenwijkerwold;swwcen;;;;0;;;PASSENGER;
1;true;CXX;24552310;24552310;1;1;Tuk, Gemeentewerken;Tuk;tukgem;;;;0;;;PASSENGER;
1;true;CXX;24552320;24552320;1;1;Tuk, Gemeentewerken;Tuk;tukgem;;;;0;;;PASSENGER;
1;true;CXX;24552330;24552330;1;1;Tuk, Oldemarktseweg;Tuk;tukomw;;;;0;;;PASSENGER;
1;true;CXX;24552340;24552340;1;1;Tuk, Oldemarktseweg;Tuk;tukomw;;;;0;;;PASSENGER;
1;true;CXX;24552350;24552350;1;1;Thij, Watertoren;Thij;thywat;;;;0;;;PASSENGER;
1;true;CXX;24552360;24552360;1;1;Thij, Watertoren;Thij;thywat;;;;0;;;PASSENGER;
1;true;CXX;24552370;24552370;1;1;Thij, Thij;Thij;;;;;0;;;PASSENGER;
1;true;CXX;24552380;24552380;1;1;Thij, Thij;Thij;;;;;0;;;PASSENGER;
1;true;CXX;24559000;24559000;1;1;Steenwijk, Station;Steenwijk;stnns;;;;0;;;PASSENGER;
1;true;CXX;24590100;24590100;1;1;Kuinre, Burchtstraat;Kuinre;kuibur;;;;0;;;PASSENGER;
1;true;CXX;24590200;24590200;1;1;Kuinre, Burchtstraat;Kuinre;kuibur;;;;0;;;PASSENGER;
1;true;CXX;24610010;24610010;1;1;Ossenzijl, Venebosweg;Ossenzijl;oszvbw;;;;0;;;PASSENGER;
1;true;CXX;24610030;24610030;1;1;Ossenzijl, Kloosterdijk;Ossenzijl;;;;;0;;;PASSENGER;
1;true;CXX;24610040;24610040;1;1;Ossenzijl, Kloosterdijk;Ossenzijl;;;;;0;;;PASSENGER;
1;true;CXX;24620010;24620010;1;1;Lemmer, Busstation;Lemmer;lembus;;;;0;;;PASSENGER;
1;true;CXX;24620110;24620110;1;1;Rutten, Lemsterweg;Rutten;;;;;0;;;PASSENGER;
1;true;CXX;24620130;24620130;1;1;Lemmer, Houtmolen;Lemmer;lemhou;;;;0;;;PASSENGER;
1;true;CXX;24620140;24620140;1;1;Lemmer, Houtmolen;Lemmer;lemhou;;;;0;;;PASSENGER;
1;true;CXX;24625000;24625000;1;1;Lemmer, Busstation;Lemmer;lembus;;;;0;;;PASSENGER;
1;true;CXX;24680010;24680010;1;1;Luttelgeest, Uiterdijkenweg;Luttelgeest;ltguit;;;;0;;;PASSENGER;
1;true;CXX;24680020;24680020;1;1;Luttelgeest, Uiterdijkenweg;Luttelgeest;ltguit;;;;0;;;PASSENGER;
1;true;CXX;24720010;24720010;1;1;Rutten, Lemsterpoort;Rutten;rutten;;;;0;;;PASSENGER;
1;true;CXX;24720020;24720020;1;1;Rutten, Lemsterpoort;Rutten;rutten;;;;0;;;PASSENGER;
1;true;CXX;24720090;24720090;1;1;Rutten, Noordermeerweg;Rutten;;;;;0;;;PASSENGER;
1;true;CXX;24720100;24720100;1;1;Rutten, Noordermeerweg;Rutten;;;;;0;;;PASSENGER;
1;true;CXX;24720120;24720120;1;1;Rutten, Lemsterweg;Rutten;;;;;0;;;PASSENGER;
1;true;CXX;24820030;24820030;1;1;Creil, Wrakkenpad;Creil;;;;;0;;;PASSENGER;
1;true;CXX;24820040;24820040;1;1;Creil, Wrakkenpad;Creil;;;;;0;;;PASSENGER;
1;true;CXX;24820050;24820050;1;1;Rutten, IJzerpad;Rutten;;;;;0;;;PASSENGER;
1;true;CXX;24820060;24820060;1;1;Rutten, IJzerpad;Rutten;;;;;0;;;PASSENGER;
1;true;CXX;24820090;24820090;1;1;Creil, Creil;Creil;crecre;;;;0;;;PASSENGER;
1;true;CXX;24820100;24820100;1;1;Creil, Creil;Creil;crecre;;;;0;;;PASSENGER;
1;true;CXX;24920030;24920030;1;1;Espel, Weg van Ongenade;Espel;;;;;0;;;PASSENGER;
1;true;CXX;24920040;24920040;1;1;Espel, Weg van Ongenade;Espel;;;;;0;;;PASSENGER;
1;true;CXX;24920050;24920050;1;1;Espel, Onderduikerspad;Espel;;;;;0;;;PASSENGER;
1;true;CXX;24920060;24920060;1;1;Espel, Onderduikerspad;Espel;;;;;0;;;PASSENGER;
1;true;CXX;24920070;24920070;1;1;Espel, Noordermiddenweg;Espel;;;;;0;;;PASSENGER;
1;true;CXX;24920080;24920080;1;1;Emmeloord, Espelerweg;Emmeloord;emmesp;;;;0;;;PASSENGER;
1;true;CXX;24920090;24920090;1;1;Espel, Noordermiddenweg;Espel;;;;;0;;;PASSENGER;
1;true;CXX;24920100;24920100;1;1;Emmeloord, Espelerweg;Emmeloord;emmesp;;;;0;;;PASSENGER;
1;true;CXX;24920110;24920110;1;1;Espel, Espel;Espel;;;;;0;;;PASSENGER;
1;true;CXX;24920120;24920120;1;1;Espel, Espel;Espel;;;;;0;;;PASSENGER;
1;true;CXX;24920130;24920130;1;1;Creil, Klutenpad;Creil;;;;;0;;;PASSENGER;
1;true;CXX;24920140;24920140;1;1;Creil, Klutenpad;Creil;;;;;0;;;PASSENGER;
1;true;CXX;25000010;25000010;1;1;Emmeloord, Kettingstraat;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000020;25000020;1;1;Emmeloord, Kettingstraat;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000030;25000030;1;1;Emmeloord, Lange Dreef;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000040;25000040;1;1;Emmeloord, Lange Dreef;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000050;25000050;1;1;Emmeloord, Bunschotenlaan;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000070;25000070;1;1;Emmeloord, Emmeloord - Oost;Emmeloord;emmoos;;;;0;;;PASSENGER;
1;true;CXX;25000080;25000080;1;1;Emmeloord, Emmeloord - Oost;Emmeloord;emmoos;;;;0;;;PASSENGER;
1;true;CXX;25000100;25000100;1;1;Emmeloord, Diemenlaan;Emmeloord;emmdie;;;;0;;;PASSENGER;
1;true;CXX;25000130;25000130;1;1;Emmeloord, Ecopark;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000140;25000140;1;1;Emmeloord, Ecopark;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000150;25000150;1;1;Emmeloord, Diemenlaan;Emmeloord;emmdie;;;;0;;;PASSENGER;
1;true;CXX;25000160;25000160;1;1;Emmeloord, Ondernemersweg;Emmeloord;emmond;;;;0;;;PASSENGER;
1;true;CXX;25000170;25000170;1;1;Emmeloord, Ondernemersweg;Emmeloord;emmond;;;;0;;;PASSENGER;
1;true;CXX;25000180;25000180;1;1;Emmeloord, Produktieweg;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000190;25000190;1;1;Emmeloord, Produktieweg;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000210;25000210;1;1;Emmeloord, Zuyderzee College;Emmeloord;emmzuy;;;;0;;;PASSENGER;
1;true;CXX;25000260;25000260;1;1;Emmeloord, Zuyderzee College;Emmeloord;emmzuy;;;;0;;;PASSENGER;
1;true;CXX;25000410;25000410;1;1;Emmeloord, Begraafplaats;Emmeloord;emmbeg;;;;0;;;PASSENGER;
1;true;CXX;25000420;25000420;1;1;Emmeloord, Begraafplaats;Emmeloord;emmbeg;;;;0;;;PASSENGER;
1;true;CXX;25000430;25000430;1;1;Emmeloord, Dr. W.M. Verhaarlaan;Emmeloord;emmver;;;;0;;;PASSENGER;
1;true;CXX;25000440;25000440;1;1;Emmeloord, Dr. W.M. Verhaarlaan;Emmeloord;emmver;;;;0;;;PASSENGER;
1;true;CXX;25000450;25000450;1;1;Emmeloord, Schaftweg/Espelerweg;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000460;25000460;1;1;Emmeloord, Schaftweg/Espelerweg;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000470;25000470;1;1;Emmeloord, Nieuwlandenlaan;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000480;25000480;1;1;Emmeloord, Nieuwlandenlaan;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25000500;25000500;1;1;Emmeloord, Medisch Centrum;Emmeloord;emmzie;;;;0;;;PASSENGER;
1;true;CXX;25000550;25000550;1;1;Emmeloord, Medisch Centrum;Emmeloord;emmzie;;;;0;;;PASSENGER;
1;true;CXX;25000600;25000600;1;1;Emmeloord, Antonius Ziekenhuis;Emmeloord;emmwes;;;;0;;;PASSENGER;
1;true;CXX;25000650;25000650;1;1;Emmeloord, Antonius Ziekenhuis;Emmeloord;emmwes;;;;0;;;PASSENGER;
1;true;CXX;25000700;25000700;1;1;Emmeloord, Urkerweg 18;Emmeloord;emmu18;;;;0;;;PASSENGER;
1;true;CXX;25001400;25001400;1;1;Emmeloord, Smeden;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25001450;25001450;1;1;Emmeloord, Smeden;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25005010;25005010;1;1;Emmeloord, Busstation;Emmeloord;emmbus;;;;0;;;PASSENGER;
1;true;CXX;25005012;25005012;1;1;Emmeloord, Busstation;Emmeloord;emmbus;;;;0;;;PASSENGER;
1;true;CXX;25005013;25005013;1;1;Emmeloord, Busstation;Emmeloord;emmbus;;;;0;;;PASSENGER;
1;true;CXX;25005014;25005014;1;1;Emmeloord, Busstation;Emmeloord;emmbus;;;;0;;;PASSENGER;
1;true;CXX;25005020;25005020;1;1;Emmeloord, Busstation;Emmeloord;emmbus;;;;0;;;PASSENGER;
1;true;CXX;25005021;25005021;1;1;Emmeloord, Busstation;Emmeloord;emmbus;;;;0;;;PASSENGER;
1;true;CXX;25005022;25005022;1;1;Emmeloord, Busstation;Emmeloord;emmbus;;;;0;;;PASSENGER;
1;true;CXX;25005023;25005023;1;1;Emmeloord, Busstation;Emmeloord;emmbus;;;;0;;;PASSENGER;
1;true;CXX;25060010;25060010;1;1;Luttelgeest, Brink;Luttelgeest;ltgbri;;;;0;;;PASSENGER;
1;true;CXX;25060020;25060020;1;1;Luttelgeest, Brink;Luttelgeest;ltgbri;;;;0;;;PASSENGER;
1;true;CXX;25060030;25060030;1;1;Luttelgeest, Luttelgeesterweg;Luttelgeest;ltglut;;;;0;;;PASSENGER;
1;true;CXX;25060040;25060040;1;1;Luttelgeest, Luttelgeesterweg;Luttelgeest;ltglut;;;;0;;;PASSENGER;
1;true;CXX;25060050;25060050;1;1;Luttelgeest, Lindeweg;Luttelgeest;;;;;0;;;PASSENGER;
1;true;CXX;25060060;25060060;1;1;Luttelgeest, Lindeweg;Luttelgeest;;;;;0;;;PASSENGER;
1;true;CXX;25060070;25060070;1;1;Luttelgeest, Orchideeenhoeve;Luttelgeest;;;;;0;;;PASSENGER;
1;true;CXX;25060080;25060080;1;1;Luttelgeest, Orchideeenhoeve;Luttelgeest;;;;;0;;;PASSENGER;
1;true;CXX;25060090;25060090;1;1;Luttelgeest, Oosterringweg;Luttelgeest;ltgoos;;;;0;;;PASSENGER;
1;true;CXX;25060100;25060100;1;1;Luttelgeest, Oosterringweg;Luttelgeest;ltgoos;;;;0;;;PASSENGER;
1;true;CXX;25060110;25060110;1;1;Luttelgeest, Schansweg;Luttelgeest;;;;;0;;;PASSENGER;
1;true;CXX;25060120;25060120;1;1;Luttelgeest, Schansweg;Luttelgeest;;;;;0;;;PASSENGER;
1;true;CXX;25070010;25070010;1;1;Marknesse, Luttelgeesterweg;Marknesse;mkslut;;;;0;;;PASSENGER;
1;true;CXX;25070020;25070020;1;1;Marknesse, Luttelgeesterweg;Marknesse;mkslut;;;;0;;;PASSENGER;
1;true;CXX;25070030;25070030;1;1;Emmeloord, H.D. Louwes Hoeve;Emmeloord;emmlou;;;;0;;;PASSENGER;
1;true;CXX;25070040;25070040;1;1;Emmeloord, H.D. Louwes Hoeve;Emmeloord;emmlou;;;;0;;;PASSENGER;
1;true;CXX;25070050;25070050;1;1;Emmeloord, Lindeweg;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25070060;25070060;1;1;Emmeloord, Lindeweg;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25130100;25130100;1;1;Ens, Sloefweg;Ens;ensslo;;;;0;;;PASSENGER;
1;true;CXX;25130150;25130150;1;1;Ens, Sloefweg;Ens;ensslo;;;;0;;;PASSENGER;
1;true;CXX;25130200;25130200;1;1;Emmeloord, Bomenweg;Emmeloord;emmbwg;;;;0;;;PASSENGER;
1;true;CXX;25130250;25130250;1;1;Emmeloord, Bomenweg;Emmeloord;emmbwg;;;;0;;;PASSENGER;
1;true;CXX;25130300;25130300;1;1;Emmeloord, Kleiweg;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25130350;25130350;1;1;Emmeloord, Kleiweg;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25131500;25131500;1;1;Emmeloord, Bunschotenlaan;Emmeloord;;;;;0;;;PASSENGER;
1;true;CXX;25140100;25140100;1;1;Emmeloord, Schaftweg/Nagelerweg;Emmeloord;emmhsn;;;;0;;;PASSENGER;
1;true;CXX;25140150;25140150;1;1;Emmeloord, Schaftweg/Nagelerweg;Emmeloord;emmhsn;;;;0;;;PASSENGER;
1;true;CXX;25140300;25140300;1;1;Nagele, Johannes Postweg;Nagele;nagjpo;;;;0;;;PASSENGER;
1;true;CXX;25140350;25140350;1;1;Nagele, Johannes Postweg;Nagele;nagjpo;;;;0;;;PASSENGER;
1;true;CXX;25150050;25150050;1;1;Emmeloord, Urkerweg 18;Emmeloord;emmu18;;;;0;;;PASSENGER;
1;true;CXX;25150100;25150100;1;1;Tollebeek, Urkerweg 34;Tollebeek;tolu34;;;;0;;;PASSENGER;
1;true;CXX;25150150;25150150;1;1;Tollebeek, Urkerweg 34;Tollebeek;tolu34;;;;0;;;PASSENGER;
1;true;CXX;25150200;25150200;1;1;Tollebeek, Sint Hubertusplaats;Tollebeek;emmtol;;;;0;;;PASSENGER;
1;true;CXX;25150250;25150250;1;1;Tollebeek, Sint Hubertusplaats;Tollebeek;emmtol;;;;0;;;PASSENGER;
1;true;CXX;25150300;25150300;1;1;Tollebeek, Urkerweg 46;Tollebeek;tolu46;;;;0;;;PASSENGER;
1;true;CXX;25150350;25150350;1;1;Tollebeek, Urkerweg 46;Tollebeek;tolu46;;;;0;;;PASSENGER;
1;true;CXX;25150400;25150400;1;1;Urk, Urkerdwarspad;Urk;urkudp;;;;0;;;PASSENGER;
1;true;CXX;25170030;25170030;1;1;Kraggenburg, Zwembad Voorst;Kraggenburg;;;;;0;;;PASSENGER;
1;true;CXX;25170040;25170040;1;1;Kraggenburg, Zwembad Voorst;Kraggenburg;;;;;0;;;PASSENGER;
1;true;CXX;25170050;25170050;1;1;Kraggenburg, Picknickplaats;Kraggenburg;;;;;0;;;PASSENGER;
1;true;CXX;25170060;25170060;1;1;Kraggenburg, Picknickplaats;Kraggenburg;;;;;0;;;PASSENGER;
1;true;CXX;25170070;25170070;1;1;Kraggenburg, Mammouthweg;Kraggenburg;;;;;0;;;PASSENGER;
1;true;CXX;25170080;25170080;1;1;Kraggenburg, Mammouthweg;Kraggenburg;;;;;0;;;PASSENGER;
1;true;CXX;25170090;25170090;1;1;Marknesse, Leemringweg/Sloefweg;Marknesse;mkslee;;;;0;;;PASSENGER;
1;true;CXX;25170100;25170100;1;1;Marknesse, Leemringweg/Sloefweg;Marknesse;mkslee;;;;0;;;PASSENGER;
1;true;CXX;25170110;25170110;1;1;Marknesse, Boslaan;Marknesse;;;;;0;;;PASSENGER;
1;true;CXX;25170120;25170120;1;1;Marknesse, Boslaan;Marknesse;;;;;0;;;PASSENGER;
1;true;CXX;25170211;25170211;1;1;Marknesse, Busstation;Marknesse;mksbno;;;;0;;;PASSENGER;
1;true;CXX;25170212;25170212;1;1;Marknesse, Busstation;Marknesse;mksbno;;;;0;;;PASSENGER;
1;true;CXX;25170213;25170213;1;1;Marknesse, Busstation;Marknesse;mksbno;;;;0;;;PASSENGER;
1;true;CXX;25170221;25170221;1;1;Marknesse, Busstation;Marknesse;mksbno;;;;0;;;PASSENGER;
